tfrecord,id,num,args
datasets/planes_with_keypoints/0000,559f9a545b9b98a1d433b2698458193,100,
datasets/planes_with_keypoints/0000,315f523d0a924fb7ef70df8610b582b2,100,
datasets/planes_with_keypoints/0000,9ba460913d86466f62347b4731688b0f,100,
datasets/planes_with_keypoints/0000,c0796e38ea7a1d9fbc0909d98a1ff2b4,100,
datasets/planes_with_keypoints/0000,b793e65c707e884262bbb378da4fdb53,100,
datasets/planes_with_keypoints/0000,fd0262e95283727d7b02bf6205401969,100,
datasets/planes_with_keypoints/0000,195ca2eabbf7c735a8d66821ccb813fe,100,
datasets/planes_with_keypoints/0000,f7110ecac70994a83820d8f180caa23a,100,
datasets/planes_with_keypoints/0000,bfcc89117315f3da90b1d6deb98feec6,100,
datasets/planes_with_keypoints/0000,189f045faacc1b5f9a8993cdad554625,100,
datasets/planes_with_keypoints/0000,20d97069df784e19a80799ffaf21ea7d,100,
datasets/planes_with_keypoints/0000,4f0bf26c62bb7c8b7e1c97634acf0214,100,
datasets/planes_with_keypoints/0000,ca0f8f701a042689331960c3710d952,100,
datasets/planes_with_keypoints/0000,ff6f81eba664481126360e1e29a956c7,100,
datasets/planes_with_keypoints/0000,8bb827904cd9acd36c1cd53dbc9f7b8e,100,
datasets/planes_with_keypoints/0000,d940f33afc01ff036da97d9f744f7e97,100,
datasets/planes_with_keypoints/0000,a60cd34f71c3c0549288437ebbe47284,100,
datasets/planes_with_keypoints/0000,8b0d9118e9e7dc3f95c9af648ce95367,100,
datasets/planes_with_keypoints/0000,89a6407ce86efaeee1211756a8e887aa,100,
datasets/planes_with_keypoints/0000,b70b049cacaee0f210af2c858faa12b9,100,
datasets/planes_with_keypoints/0000,ea6ccb2dfb61484caaa29616be3e223b,100,
datasets/planes_with_keypoints/0000,2176fa9f69e5e1dcca8607f540cc62ba,100,
datasets/planes_with_keypoints/0000,5fed73635306ad9f14ac58bc87dcf2c2,100,
datasets/planes_with_keypoints/0000,166c9abfb0f5256bbf46baa68c6e37d4,100,
datasets/planes_with_keypoints/0000,86012cd0bb6727e9e80771be8faac585,100,
datasets/planes_with_keypoints/0000,25f08a106a0eb00eca8607f540cc62ba,100,
datasets/planes_with_keypoints/0000,dab7d624889233a863dc0bc8d259b20e,100,
datasets/planes_with_keypoints/0000,1a54a2319e87bd4071d03b466c72ce41,100,
datasets/planes_with_keypoints/0000,530d0edd6e2881653023dc1d1218bb2d,100,
datasets/planes_with_keypoints/0000,b2509e9f52a19466c1006ed55bc1a3fc,100,
datasets/planes_with_keypoints/0000,f39e0412290bcc714917e69390d054d0,100,
datasets/planes_with_keypoints/0000,12991e9529a2b2bf9ac9930d2147598f,100,
datasets/planes_with_keypoints/0000,41acaa4d19dbdca75ad6eb90e75c835d,100,
datasets/planes_with_keypoints/0000,4fccf49d6356c756b833a96759a020e2,100,
datasets/planes_with_keypoints/0000,7c6a2879e359f505467f6b8c6b1d352f,100,
datasets/planes_with_keypoints/0000,d06035fb4ba89c91f119374ee5d5f944,100,
datasets/planes_with_keypoints/0000,d9f90f110ce30fbbadecb6fc00604132,100,
datasets/planes_with_keypoints/0000,a60569e3e80d24939bff604afc480b65,100,
datasets/planes_with_keypoints/0000,a657a0dec941d40772fe60ad306aa5,100,
datasets/planes_with_keypoints/0000,95a79d9ea571592bc3e5025cb598f546,100,
datasets/planes_with_keypoints/0001,395afa94dd4d549670e6bd9d4e2b211f,100,
datasets/planes_with_keypoints/0001,70e4200e848e653072ec6e905035e5d7,100,
datasets/planes_with_keypoints/0001,ffccda82ecc0d0f71740529c616cd4c7,100,
datasets/planes_with_keypoints/0001,2da62d609cc59f9a10b920f84a47c477,100,
datasets/planes_with_keypoints/0001,8ddc3bfd5a86d4be2e7c68eb5d1b9123,100,
datasets/planes_with_keypoints/0001,3fba2f3ea21abb4f8c1b0ccac3d04f1,100,
datasets/planes_with_keypoints/0001,45251b4f76c9a840139336f03eb955d2,100,
datasets/planes_with_keypoints/0001,80770c90ba84524e825b20c2472ad90a,100,
datasets/planes_with_keypoints/0001,902b39a955eeb2bf35569910818956dd,100,
datasets/planes_with_keypoints/0001,34a89777594d3a61b2440702f5566974,100,
datasets/planes_with_keypoints/0001,a98038807a61926abce962d6c4b37336,100,
datasets/planes_with_keypoints/0001,d15e3519a61c5bad86442c51e82d8d69,100,
datasets/planes_with_keypoints/0001,6cf2f9112ffae7c3be54b70092ca256,100,
datasets/planes_with_keypoints/0001,4992d4c425b3cb426e8204b21fc3574b,100,
datasets/planes_with_keypoints/0001,71ad36bd32ad44a0c503a3776fc280fe,100,
datasets/planes_with_keypoints/0001,9d292c07f1dff16e1304733e0af0907,100,
datasets/planes_with_keypoints/0001,6422d4a9c5b5b8f350361148ac946a05,100,
datasets/planes_with_keypoints/0001,26210ec84a9c1c6eb1bb46d2556ba67d,100,
datasets/planes_with_keypoints/0001,c88275e49bc23ee41af5817af570225e,100,
datasets/planes_with_keypoints/0001,75b151efa363c18d94b9c9a92aa36f8c,100,
datasets/planes_with_keypoints/0001,cff4a52406b84da7aaeb49542c2cc445,100,
datasets/planes_with_keypoints/0001,56ec4638067cfccd3dd4ea7aa5ac3a5a,100,
datasets/planes_with_keypoints/0001,876127a17b7285b3c1fbdb352261d023,100,
datasets/planes_with_keypoints/0001,1974f6955c36c2aece2cec85ea6ae00d,100,
datasets/planes_with_keypoints/0001,b3fbc7a0b0e3a821fd279055f27928f7,100,
datasets/planes_with_keypoints/0001,a3c1b9b0c75af9a65cbd1a70b5b90a8,100,
datasets/planes_with_keypoints/0001,c62237ac28c4ed61efe0d4e1eba2e3af,100,
datasets/planes_with_keypoints/0001,b6da5542f0a81fb5aae46a5cc955c766,100,
datasets/planes_with_keypoints/0001,f7c2edc1beeedd006e68e46a69a2d96d,100,
datasets/planes_with_keypoints/0001,61e8e8a7ea726a03c79f92df566f8c6b,100,
datasets/planes_with_keypoints/0001,ac76572656c1e36ea79176d3c96ca1af,100,
datasets/planes_with_keypoints/0001,b77aae4fdee662f487dedd9dfc0f1d4d,100,
datasets/planes_with_keypoints/0001,ecd19c1f74064962c6603e997b54421a,100,
datasets/planes_with_keypoints/0001,655ea8d8c710cf98f3a69a6853df2d7b,100,
datasets/planes_with_keypoints/0001,853dc1e740631bf2ffa79951b9f955a3,100,
datasets/planes_with_keypoints/0001,3fd97395c1d1479b35cfde72d9f6a4cf,100,
datasets/planes_with_keypoints/0001,8fe1c92c1c9ff33fbc0909d98a1ff2b4,100,
datasets/planes_with_keypoints/0001,4fbdfec0f9ee078dc1ccec171a275967,100,
datasets/planes_with_keypoints/0001,6021cb206f3db880c57b4651eeb679eb,100,
datasets/planes_with_keypoints/0001,bf54b050d092d1e35b5e900e37653d26,100,
datasets/planes_with_keypoints/0002,5dd2324cd6ebf52e293fdbda4e7beec9,100,
datasets/planes_with_keypoints/0002,6c36b0f84118a75cf9c41a0805a0d953,100,
datasets/planes_with_keypoints/0002,ed95d9219432bbdbbf3143b1cb6076a,100,
datasets/planes_with_keypoints/0002,a94057f15ca19a33fd98271adcb6e31a,100,
datasets/planes_with_keypoints/0002,bdfa5ff6aefd3fb8a57854d2ce086d65,100,
datasets/planes_with_keypoints/0002,4031ee8a4631762c9566f663623859aa,100,
datasets/planes_with_keypoints/0002,d2815b419e61dbb0b87697d3904b168b,100,
datasets/planes_with_keypoints/0002,457c12e05d0f5d15762c3bd1a2b3f377,100,
datasets/planes_with_keypoints/0002,d1119217281b8475fe755e3418b63110,100,
datasets/planes_with_keypoints/0002,f5a667f5796b9a0b9a6e43b878d5b335,100,
datasets/planes_with_keypoints/0002,72fcc9dfb927311935fc197bbabcd5bd,100,
datasets/planes_with_keypoints/0002,229c164fe2c80acc1ca2e8373597f711,100,
datasets/planes_with_keypoints/0002,e430f24c3125997339cb1b92881e8e76,100,
datasets/planes_with_keypoints/0002,4e1dfdfdd417479f49e1f7e01fe2ed1,100,
datasets/planes_with_keypoints/0002,2e9c1c3d866c4b6ce2c6d8aa34a5d35b,100,
datasets/planes_with_keypoints/0002,f5403d3ffcc6bb17adce4f2283adbdbd,100,
datasets/planes_with_keypoints/0002,f998bb1b62da4d06d3a1a47fb9b678,100,
datasets/planes_with_keypoints/0002,8448475504ba9fdeca8607f540cc62ba,100,
datasets/planes_with_keypoints/0002,9a84ed39f9a2a3c0b3f2b01de37c0b29,100,
datasets/planes_with_keypoints/0002,eee96e21bf51ee6ce719b5362fe06bbb,100,
datasets/planes_with_keypoints/0002,54c13e95f07492a9e10e757961deca98,100,
datasets/planes_with_keypoints/0002,8adc6a0f45a1ef2e71d03b466c72ce41,100,
datasets/planes_with_keypoints/0002,2d43c1430df8194ace5721ccacba16,100,
datasets/planes_with_keypoints/0002,76eaa5ea5f272c2f5986032c1ed37f74,100,
datasets/planes_with_keypoints/0002,ca4ec545363b3b8e8c2814a4ead9cb90,100,
datasets/planes_with_keypoints/0002,c7c5bb658cafcc7c67711f7c205c5b63,100,
datasets/planes_with_keypoints/0002,80da27a121142718e15a23e1c3d8f46d,100,
datasets/planes_with_keypoints/0002,a0d3a490ee1b74762a4947824596dce3,100,
datasets/planes_with_keypoints/0002,c8b848f32a850b15e816c75152573ee0,100,
datasets/planes_with_keypoints/0002,af71e72822241808a8ab13c300600dba,100,
datasets/planes_with_keypoints/0002,64a0f304fa3c113bc817819d30841d0,100,
datasets/planes_with_keypoints/0002,bdeb0a21cf1d602962347b4731688b0f,100,
datasets/planes_with_keypoints/0002,a34a2fa46d7a0a6390b1d6deb98feec6,100,
datasets/planes_with_keypoints/0002,422700fbef58a0ee1fd12d3807585791,100,
datasets/planes_with_keypoints/0002,86099a00dd63ac05aac413eef609e99b,100,
datasets/planes_with_keypoints/0002,b9168b74c6d459e65a73760c6feb254c,100,
datasets/planes_with_keypoints/0002,9c41b0040048581c32387cdb9b2a84d5,100,
datasets/planes_with_keypoints/0002,ea9eece7f2c45a2a82e4c37374fbdce,100,
datasets/planes_with_keypoints/0002,b6fb57668129c4cd4c11ffe5517eef5a,100,
datasets/planes_with_keypoints/0002,9a58779da170911a7a571401e6605fc2,100,
datasets/planes_with_keypoints/0003,c27b08dad98f802488a89a28f04ce622,100,
datasets/planes_with_keypoints/0003,cb5fe2eaa25b2518afd477f714c68df9,100,
datasets/planes_with_keypoints/0003,1b0b1d2cb9f9d5c0575bd26acccafabd,100,
datasets/planes_with_keypoints/0003,cdd4dc06cea48b5faae529ab4a75c4af,100,
datasets/planes_with_keypoints/0003,7385f1416e93f1c14ba2821676102936,100,
datasets/planes_with_keypoints/0003,6481eb70eb9a58cfb2bb87688c5d2f58,100,
datasets/planes_with_keypoints/0003,1284eb71b82f6794207f77cc6c79e3d5,100,
datasets/planes_with_keypoints/0003,8855c5531c093275146f724acb952fba,100,
datasets/planes_with_keypoints/0003,3794aa3159c10929da116749c2415b0f,100,
datasets/planes_with_keypoints/0003,d1b1c13fdec4d69ccfd264a25791a5e1,100,
datasets/planes_with_keypoints/0003,343a607d1604335fb4f192eea1889928,100,
datasets/planes_with_keypoints/0003,8f4416cb67c3807bcf155ddc002a8f77,100,
datasets/planes_with_keypoints/0003,c1d8614b0e5e3f3bf5a498db2fc1d347,100,
datasets/planes_with_keypoints/0003,4ee48907120e261c3df16180af9974ee,100,
datasets/planes_with_keypoints/0003,be5d2c935a36894c92cea77f96988ae6,100,
datasets/planes_with_keypoints/0003,8c2d5c6dd599a5bb68c7efc443fd2354,100,
datasets/planes_with_keypoints/0003,8ba22e93df58242b61c0a7e9e23d6288,100,
datasets/planes_with_keypoints/0003,71dcfd1e5d1e261179febb7e11d3625,100,
datasets/planes_with_keypoints/0003,6d752b942618d6e38b424343280aeccb,100,
