tfrecord,id,num,args
datasets/chairs_with_keypoints/0000,357e2dd1512b96168e2b488ea5fa466a,100,--scale 0.8
datasets/chairs_with_keypoints/0000,59c89dc89cf0d34e597976c675750537,100,--scale 0.8
datasets/chairs_with_keypoints/0000,2f249cbcbb122b85845e78b431e4d529,100,--scale 0.8
datasets/chairs_with_keypoints/0000,662409af279f322eeb82005949031741,100,--scale 0.8
datasets/chairs_with_keypoints/0000,b19f85fcd46f456bd5cba62773b8025b,100,--scale 0.8
datasets/chairs_with_keypoints/0000,daabf4a2afac24c97eaf5bcc4a8beb17,100,--scale 0.8
datasets/chairs_with_keypoints/0000,4ab439279e665e08410fc47639efb60,100,--scale 0.8
datasets/chairs_with_keypoints/0000,671d51da473849c7369a4f66bf103682,100,--scale 0.8
datasets/chairs_with_keypoints/0000,9cd0529b7ce926017dbe6b236c44c533,100,--scale 0.8
datasets/chairs_with_keypoints/0000,7af12c69626b5c1814038d588fd1342f,100,--scale 0.8
datasets/chairs_with_keypoints/0000,64871dc28a21843ad504e40666187f4e,100,--scale 0.8
datasets/chairs_with_keypoints/0000,a8641cd287bcaa2011fd5138fde4c9dd,100,--scale 0.8
datasets/chairs_with_keypoints/0000,7a783968f5b1f88ff50f16ba773dd73d,100,--scale 0.8
datasets/chairs_with_keypoints/0000,632a722f9edbaf607b11ae648ea92233,100,--scale 0.8
datasets/chairs_with_keypoints/0000,27574a49bb8055ace6fe3612af521500,100,--scale 0.8
datasets/chairs_with_keypoints/0000,99a9e829fd4bece8f5f520af1365ee71,100,--scale 0.8
datasets/chairs_with_keypoints/0000,8c4d57109ce0f2f222659d33fd79709,100,--scale 0.8
datasets/chairs_with_keypoints/0000,3c4ed9c8f76c7a5ef51f77a6d7299806,100,--scale 0.8
datasets/chairs_with_keypoints/0000,5952c6c49ace76c5beea20858a99d5,100,--scale 0.8
datasets/chairs_with_keypoints/0000,30e8a82eccb30369e3ca99089143c61,100,--scale 0.8
datasets/chairs_with_keypoints/0000,4b35fbf5df52938a76d876646d549aa0,100,--scale 0.8
datasets/chairs_with_keypoints/0000,5d0a9fa5c8d9bef386f6991406b6a562,100,--scale 0.8
datasets/chairs_with_keypoints/0000,309674bdec2d24d7597976c675750537,100,--scale 0.8
datasets/chairs_with_keypoints/0000,c0cdfbbf3a80105fa8699b6183baa203,100,--scale 0.8
datasets/chairs_with_keypoints/0000,4e438ade91769be8c8687ff9b0b4e4ac,100,--scale 0.8
datasets/chairs_with_keypoints/0000,da7b1352978b35c1490ad276cd2af3a4,100,--scale 0.8
datasets/chairs_with_keypoints/0000,97c343e28e2b9ea4bf4414e655b3a4c,100,--scale 0.8
datasets/chairs_with_keypoints/0000,78f5b44157269f99fd60059ad8523f1a,100,--scale 0.8
datasets/chairs_with_keypoints/0000,4ebb653961d95dd075c67b3b1e763fcf,100,--scale 0.8
datasets/chairs_with_keypoints/0000,3d5053323021b1babbaf011bdbf27c0e,100,--scale 0.8
datasets/chairs_with_keypoints/0000,323ab1a1a81ef0f51f77a6d7299806,100,--scale 0.8
datasets/chairs_with_keypoints/0000,cdfe4ea9d00ce861f77e1de7c7a7b6e7,100,--scale 0.8
datasets/chairs_with_keypoints/0000,f13d600a3c4515e220ccbe1c34ca182d,100,--scale 0.8
datasets/chairs_with_keypoints/0000,e3394ec3b63fdc255d59dae8d8b300a8,100,--scale 0.8
datasets/chairs_with_keypoints/0000,86eeafeae817263414038d588fd1342f,100,--scale 0.8
datasets/chairs_with_keypoints/0000,570527a5388977c878ba201e6a414b21,100,--scale 0.8
datasets/chairs_with_keypoints/0000,a14880ecec87a82bf9b9977a2406713a,100,--scale 0.8
datasets/chairs_with_keypoints/0000,93ee27f70b593cee7b11ae648ea92233,100,--scale 0.8
datasets/chairs_with_keypoints/0000,e6328c1bb6b194f262e682c9809bff14,100,--scale 0.8
datasets/chairs_with_keypoints/0000,60a1742f1cda02ecce5a69be7dc7d68a,100,--scale 0.8
datasets/chairs_with_keypoints/0001,7c2bd3b26bff1d7568c981036afdae64,100,--scale 0.8
datasets/chairs_with_keypoints/0001,4a0f1aa6a24c889dc2f927df125f5ce4,100,--scale 0.8
datasets/chairs_with_keypoints/0001,89e6839589a9b450a3f6a82f1fd27077,100,--scale 0.8
datasets/chairs_with_keypoints/0001,24b5d56b254cb1958b424343280aeccb,100,--scale 0.8
datasets/chairs_with_keypoints/0001,7e298a6653f0febd1f30b807ae39b61d,100,--scale 0.8
datasets/chairs_with_keypoints/0001,89018ce4961c76cd5a8ae8f7c307d01c,100,--scale 0.8
datasets/chairs_with_keypoints/0001,af30cef615a3338599426e1733531ba,100,--scale 0.8
datasets/chairs_with_keypoints/0001,c16a1a47bf34a84d157e7edaf1e3e602,100,--scale 0.8
datasets/chairs_with_keypoints/0001,791c488a167bd73f91663a74ccd2338,100,--scale 0.8
datasets/chairs_with_keypoints/0001,95d8553504c65fb4b770bfdf3ce10896,100,--scale 0.8
datasets/chairs_with_keypoints/0001,37a05e83e529a1e044f23566597ec464,100,--scale 0.8
datasets/chairs_with_keypoints/0001,3f5f14f6156261473b194e6e71487571,100,--scale 0.8
datasets/chairs_with_keypoints/0001,fa6a5806956d82aaad484915511ccff6,100,--scale 0.8
datasets/chairs_with_keypoints/0001,ba747d0535cb7fdfbfb5bf9fe49f43af,100,--scale 0.8
datasets/chairs_with_keypoints/0001,bafa7e4e50e0b2bec8687ff9b0b4e4ac,100,--scale 0.8
datasets/chairs_with_keypoints/0001,b960544cfd0ff09f26b2c6e6d8c1e1ab,100,--scale 0.8
datasets/chairs_with_keypoints/0001,4387affd3bc4509a36b41ce3eef1f5be,100,--scale 0.8
datasets/chairs_with_keypoints/0001,cffe40b41d0162c46b2befe83a0efe39,100,--scale 0.8
datasets/chairs_with_keypoints/0001,719f6578bd1450cfe5b7031248b81d78,100,--scale 0.8
datasets/chairs_with_keypoints/0001,9fae85a69532d03fda686a7d8e3d0692,100,--scale 0.8
datasets/chairs_with_keypoints/0001,d1d9da0da16dbb1a765101d95c92a0e5,100,--scale 0.8
datasets/chairs_with_keypoints/0001,fe307b67739d9620d874a9fab241259d,100,--scale 0.8
datasets/chairs_with_keypoints/0001,8d7f0c67789caaa3f415ddcc43feede,100,--scale 0.8
datasets/chairs_with_keypoints/0001,47ac4f73d91f8ff0c862eec8232fff1e,100,--scale 0.8
datasets/chairs_with_keypoints/0001,20ae4b27e86521a32efc7fb40a53aaac,100,--scale 0.8
datasets/chairs_with_keypoints/0001,a59a49a0f9e8f4cda249f8489bc060dd,100,--scale 0.8
datasets/chairs_with_keypoints/0001,cb74cf36ff8fcb8d61d7edc67034608e,100,--scale 0.8
datasets/chairs_with_keypoints/0001,dbf235de67b39c2d25e2408bd7177733,100,--scale 0.8
datasets/chairs_with_keypoints/0001,3d66c60796d59662ea693790a1608aab,100,--scale 0.8
datasets/chairs_with_keypoints/0001,51e27bd3ee95338588d458757d655e0a,100,--scale 0.8
datasets/chairs_with_keypoints/0001,c833ef6f882a4b2a14038d588fd1342f,100,--scale 0.8
datasets/chairs_with_keypoints/0001,bf0ba9e2ebcfb431e6fe3612af521500,100,--scale 0.8
datasets/chairs_with_keypoints/0001,421b11a26931160a492d9da2668ec34c,100,--scale 0.8
datasets/chairs_with_keypoints/0001,3e53710a62660c60c39d538df4c93695,100,--scale 0.8
datasets/chairs_with_keypoints/0001,fa277e2693cba669731d11154716a6b8,100,--scale 0.8
datasets/chairs_with_keypoints/0001,e05172ca06db0781a0a34f494d525bb7,100,--scale 0.8
datasets/chairs_with_keypoints/0001,981bbe2950bc9b188f1d1d7c3673dc3d,100,--scale 0.8
datasets/chairs_with_keypoints/0001,27c00ec2b6ec279958e80128fd34c2b1,100,--scale 0.8
datasets/chairs_with_keypoints/0001,48d44532ffcdd4a2fc30bf6907b3dbb9,100,--scale 0.8
datasets/chairs_with_keypoints/0001,37b6df64a97a5c29369151623ac3890b,100,--scale 0.8
datasets/chairs_with_keypoints/0002,bcced2f12f206a927eaeab1f0c9120b7,100,--scale 0.8
datasets/chairs_with_keypoints/0002,bf8e44b58d2d95f45c6cb69e0968783,100,--scale 0.8
datasets/chairs_with_keypoints/0002,75369f55718d5adba0bb10bfbc5d4718,100,--scale 0.8
datasets/chairs_with_keypoints/0002,4ed8015bdbd8c03d2f95e2a1e9997b85,100,--scale 0.8
datasets/chairs_with_keypoints/0002,c7f607892513a2f787bf0444104341d5,100,--scale 0.8
datasets/chairs_with_keypoints/0002,4a367285ab5c22d07548800e3d70d83d,100,--scale 0.8
datasets/chairs_with_keypoints/0002,ce8e6c13899376e2f3c9c1464e55d580,100,--scale 0.8
datasets/chairs_with_keypoints/0002,dd414923feefc1bd160139aa3ea05a51,100,--scale 0.8
datasets/chairs_with_keypoints/0002,fd05e5d8fd82508e6d0a0d492005859c,100,--scale 0.8
datasets/chairs_with_keypoints/0002,e5a65fb8c660ef96dbbc9440457e303e,100,--scale 0.8
datasets/chairs_with_keypoints/0002,40567b0166658623b80ea7d1a9683df8,100,--scale 0.8
datasets/chairs_with_keypoints/0002,4efc68a96296be2ac785f06f424b9d06,100,--scale 0.8
datasets/chairs_with_keypoints/0002,5a960456884d2a3b04cb542e2c50eb4,100,--scale 0.8
datasets/chairs_with_keypoints/0002,1bb81d54471d7c1df51f77a6d7299806,100,--scale 0.8
datasets/chairs_with_keypoints/0002,ff6e6b7b7c7f1c0f15f78c98555ab41,100,--scale 0.8
datasets/chairs_with_keypoints/0002,54b7d484dbad29cdffc6e457221b9271,100,--scale 0.8
datasets/chairs_with_keypoints/0002,6e21df8cb8db3819899718fd4553951,100,--scale 0.8
datasets/chairs_with_keypoints/0002,668857eb0c18b0785dc3653f8341633a,100,--scale 0.8
datasets/chairs_with_keypoints/0002,c043285da4600e168a5e49d8f4867e8f,100,--scale 0.8
